 0.1526400	-0.0228100	 0.3812700
 0.1508647	-0.0222533	 0.3819087
 0.1491127	-0.0216983	 0.3825318
 0.1473837	-0.0211449	 0.3831393
 0.1456774	-0.0205932	 0.3837314
 0.1439937	-0.0200432	 0.3843080
 0.1423322	-0.0194949	 0.3848692
 0.1406928	-0.0189482	 0.3854151
 0.1390751	-0.0184031	 0.3859456
 0.1374790	-0.0178597	 0.3864609
 0.1359042	-0.0173179	 0.3869610
 0.1343504	-0.0167777	 0.3874459
 0.1328176	-0.0162392	 0.3879156
 0.1313053	-0.0157022	 0.3883703
 0.1298134	-0.0151668	 0.3888100
 0.1283417	-0.0146330	 0.3892347
 0.1268899	-0.0141008	 0.3896444
 0.1254578	-0.0135702	 0.3900392
 0.1240453	-0.0130411	 0.3904192
 0.1226520	-0.0125136	 0.3907843
 0.1212778	-0.0119877	 0.3911347
 0.1199225	-0.0114633	 0.3914704
 0.1185858	-0.0109404	 0.3917913
 0.1172676	-0.0104191	 0.3920977
 0.1159677	-0.0098993	 0.3923894
 0.1146858	-0.0093810	 0.3926666
 0.1134217	-0.0088643	 0.3929293
 0.1121753	-0.0083491	 0.3931775
 0.1109464	-0.0078354	 0.3934112
 0.1097347	-0.0073232	 0.3936306
 0.1085401	-0.0068125	 0.3938357
 0.1073624	-0.0063033	 0.3940264
 0.1062013	-0.0057956	 0.3942029
 0.1050568	-0.0052894	 0.3943652
 0.1039286	-0.0047847	 0.3945133
 0.1028166	-0.0042815	 0.3946473
 0.1017205	-0.0037797	 0.3947672
 0.1006402	-0.0032795	 0.3948730
 0.0995756	-0.0027807	 0.3949648
 0.0985263	-0.0022834	 0.3950427
 0.0974924	-0.0017875	 0.3951066
 0.0964735	-0.0012931	 0.3951567
 0.0954696	-0.0008002	 0.3951929
 0.0944804	-0.0003087	 0.3952153
 0.0935058	 0.0001813	 0.3952239
 0.0925457	 0.0006698	 0.3952188
 0.0915998	 0.0011569	 0.3952001
 0.0906680	 0.0016426	 0.3951677
 0.0897502	 0.0021267	 0.3951217
 0.0888462	 0.0026095	 0.3950622
 0.0879559	 0.0030908	 0.3949891
 0.0870790	 0.0035706	 0.3949025
 0.0862155	 0.0040491	 0.3948026
 0.0853651	 0.0045260	 0.3946892
 0.0845278	 0.0050016	 0.3945625
 0.0837034	 0.0054756	 0.3944224
 0.0828917	 0.0059483	 0.3942691
 0.0820927	 0.0064195	 0.3941025
 0.0813061	 0.0068893	 0.3939228
 0.0805318	 0.0073576	 0.3937299
 0.0797697	 0.0078245	 0.3935239
 0.0790196	 0.0082900	 0.3933048
 0.0782814	 0.0087540	 0.3930727
 0.0775550	 0.0092166	 0.3928276
 0.0768403	 0.0096778	 0.3925695
 0.0761370	 0.0101375	 0.3922985
 0.0754451	 0.0105958	 0.3920147
 0.0747645	 0.0110527	 0.3917180
 0.0740950	 0.0115081	 0.3914085
 0.0734364	 0.0119621	 0.3910863
 0.0727887	 0.0124147	 0.3907514
 0.0721518	 0.0128658	 0.3904037
 0.0715254	 0.0133155	 0.3900435
 0.0709096	 0.0137637	 0.3896707
 0.0703041	 0.0142106	 0.3892853
 0.0697089	 0.0146559	 0.3888874
 0.0691238	 0.0150999	 0.3884770
 0.0685487	 0.0155424	 0.3880542
 0.0679835	 0.0159834	 0.3876190
 0.0674281	 0.0164231	 0.3871715
 0.0668823	 0.0168612	 0.3867117
 0.0663462	 0.0172980	 0.3862395
 0.0658194	 0.0177333	 0.3857552
 0.0653020	 0.0181671	 0.3852587
 0.0647938	 0.0185995	 0.3847500
 0.0642948	 0.0190304	 0.3842292
 0.0638047	 0.0194599	 0.3836963
 0.0633236	 0.0198880	 0.3831515
 0.0628513	 0.0203146	 0.3825946
 0.0623876	 0.0207397	 0.3820258
 0.0619326	 0.0211634	 0.3814451
 0.0614860	 0.0215856	 0.3808525
 0.0610479	 0.0220063	 0.3802481
 0.0606180	 0.0224256	 0.3796319
 0.0601963	 0.0228434	 0.3790040
 0.0597828	 0.0232598	 0.3783644
 0.0593772	 0.0236747	 0.3777131
 0.0589795	 0.0240881	 0.3770502
 0.0585897	 0.0245000	 0.3763758
 0.0582075	 0.0249105	 0.3756898
 0.0578330	 0.0253195	 0.3749923
 0.0574661	 0.0257270	 0.3742833
 0.0571065	 0.0261330	 0.3735630
 0.0567543	 0.0265376	 0.3728313
 0.0564094	 0.0269406	 0.3720882
 0.0560717	 0.0273422	 0.3713339
 0.0557410	 0.0277422	 0.3705683
 0.0554174	 0.0281408	 0.3697915
 0.0551006	 0.0285379	 0.3690036
 0.0547907	 0.0289334	 0.3682045
 0.0544875	 0.0293275	 0.3673944
 0.0541911	 0.0297200	 0.3665732
 0.0539011	 0.0301111	 0.3657410
 0.0536177	 0.0305006	 0.3648979
 0.0533407	 0.0308886	 0.3640439
 0.0530701	 0.0312751	 0.3631790
 0.0528057	 0.0316601	 0.3623033
 0.0525475	 0.0320436	 0.3614168
 0.0522954	 0.0324255	 0.3605196
